"","country","year","parent_company","empty","hdpe","ldpe","o","pet","pp","ps","pvc","grand_total","num_events","volunteers"
"1","Argentina",2019,"Grand Total",0,215,55,607,1376,281,116,18,2668,4,243
"2","Argentina",2019,"Unbranded",0,155,50,532,848,122,114,17,1838,4,243
"3","Argentina",2019,"The Coca-Cola Company",0,0,0,0,222,35,0,0,257,4,243
"4","Argentina",2019,"Secco",0,0,0,0,39,4,0,0,43,4,243
"5","Argentina",2019,"Doble Cola",0,0,0,0,38,0,0,0,38,4,243
"6","Argentina",2019,"Pritty",0,0,0,0,22,7,0,0,29,4,243
"7","Argentina",2019,"PepsiCo",0,0,0,0,21,6,0,0,27,4,243
"8","Argentina",2019,"Casoni",0,0,0,0,26,0,0,0,26,4,243
"9","Argentina",2019,"Villa Del Sur - Levite",0,0,0,0,19,1,0,0,20,4,243
"10","Argentina",2019,"Manaos",0,0,0,0,14,4,0,0,18,4,243
"11","Argentina",2019,"La Bichy Ahora",0,0,0,0,14,3,0,0,17,4,243
"12","Argentina",2019,"Villavicencio",0,0,0,0,14,1,0,0,15,4,243
"13","Argentina",2019,"Eco De Los Andes",0,0,0,0,14,0,0,0,14,4,243
"14","Argentina",2019,"Cavatini",0,0,0,13,0,0,0,0,13,4,243
"15","Argentina",2019,"Villa Del Sur",0,0,0,0,8,3,0,0,11,4,243
"16","Argentina",2019,"Cepita",0,0,0,0,9,0,0,0,9,4,243
"17","Argentina",2019,"Livra",0,0,0,0,5,4,0,0,9,4,243
"18","Argentina",2019,"Nestlé",0,1,0,0,6,2,0,0,9,4,243
"19","Argentina",2019,"Vino Toro",0,0,0,8,0,0,0,0,8,4,243
"20","Argentina",2019,"Frutafiel",0,0,0,0,6,1,0,0,7,4,243
"21","Argentina",2019,"Unilever",0,1,0,3,1,2,0,0,7,4,243
"22","Argentina",2019,"Arcor",0,0,0,1,0,5,0,0,6,4,243
"23","Argentina",2019,"SC Johnson",0,1,1,3,0,0,0,0,5,4,243
"24","Argentina",2019,"Seven Up",0,0,0,0,5,0,0,0,5,4,243
"25","Argentina",2019,"Dea",0,0,0,0,3,2,0,0,5,4,243
"26","Argentina",2019,"Sierra De Los Padres",0,0,0,0,4,1,0,0,5,4,243
"27","Argentina",2019,"The Clorox Group",0,4,0,0,0,1,0,0,5,4,243
"28","Argentina",2019,"Goliat",0,0,0,0,2,2,0,0,4,4,243
"29","Argentina",2019,"Pipas",0,0,0,0,0,4,0,0,4,4,243
"30","Argentina",2019,"Mondelez International",0,0,0,0,0,4,0,0,4,4,243
"31","Argentina",2019,"Dr Pepper Snapple Group",0,0,0,1,3,0,0,0,4,4,243
"32","Argentina",2019,"Schneider",0,0,0,4,0,0,0,0,4,4,243
"33","Argentina",2019,"Tacconi",0,0,0,0,4,0,0,0,4,4,243
"34","Argentina",2019,"Brahma",0,0,0,3,0,0,0,0,3,4,243
"35","Argentina",2019,"Baggio Pronto",0,0,0,3,0,0,0,0,3,4,243
"36","Argentina",2019,"Fantoche",0,0,0,0,0,3,0,0,3,4,243
"37","Argentina",2019,"Fernando",0,0,0,0,1,2,0,0,3,4,243
"38","Argentina",2019,"Ferrero Group",0,1,0,0,0,2,0,0,3,4,243
"39","Argentina",2019,"Quilmes",0,0,0,3,0,0,0,0,3,4,243
"40","Argentina",2019,"Poett",0,0,0,0,2,0,0,0,2,4,243
"41","Argentina",2019,"Hacendado",0,0,0,0,0,2,0,0,2,4,243
"42","Argentina",2019,"Yamlube",0,2,0,0,0,0,0,0,2,4,243
"43","Argentina",2019,"Yamaha Motors Argentina S.A.",0,2,0,0,0,0,0,0,2,4,243
"44","Argentina",2019,"Wega (N15)",0,0,0,2,0,0,0,0,2,4,243
"45","Argentina",2019,"Valvoline",0,2,0,0,0,0,0,0,2,4,243
"46","Argentina",2019,"Grido",0,0,0,1,0,1,0,0,2,4,243
"47","Argentina",2019,"La Virginia",0,0,0,0,0,2,0,0,2,4,243
"48","Argentina",2019,"Ivess",0,0,0,1,0,1,0,0,2,4,243
"49","Argentina",2019,"Terrabusi",0,0,0,0,0,2,0,0,2,4,243
"50","Argentina",2019,"Limpia-Lik",0,2,0,0,0,0,0,0,2,4,243
"51","Argentina",2019,"Tablada",0,2,0,0,0,0,0,0,2,4,243
"52","Argentina",2019,"Mars, Incorporated",0,0,0,0,1,1,0,0,2,4,243
"53","Argentina",2019,"Max Aroma",0,0,0,2,0,0,0,0,2,4,243
"54","Argentina",2019,"Speed Unlimited",0,0,0,2,0,0,0,0,2,4,243
"55","Argentina",2019,"P&G",0,0,0,1,0,1,0,0,2,4,243
"56","Argentina",2019,"Saldan",0,0,0,0,0,2,0,0,2,4,243
"57","Argentina",2019,"Prunelle",0,2,0,0,0,0,0,0,2,4,243
"58","Argentina",2019,"9 De Oro",0,0,0,0,0,2,0,0,2,4,243
"59","Argentina",2019,"Daniel Gotman",0,1,0,1,0,0,0,0,2,4,243
"60","Argentina",2019,"Bardahl",0,2,0,0,0,0,0,0,2,4,243
"61","Argentina",2019,"Ayudin",0,2,0,0,0,0,0,0,2,4,243
"62","Argentina",2019,"Cusenier",0,0,0,0,2,0,0,0,2,4,243
"63","Argentina",2019,"Dart",0,0,0,2,0,0,0,0,2,4,243
"64","Argentina",2019,"Anheuser-Busch InBev",0,0,0,1,0,1,0,0,2,4,243
"65","Argentina",2019,"Beiersdorf Global AG",0,0,0,1,0,1,0,0,2,4,243
"66","Argentina",2019,"Benjamin",0,0,0,0,0,1,0,0,1,4,243
"67","Argentina",2019,"Revigal",0,1,0,0,0,0,0,0,1,4,243
"68","Argentina",2019,"Rinde Dos",0,0,0,0,0,1,0,0,1,4,243
"69","Argentina",2019,"Rockstar",0,0,0,1,0,0,0,0,1,4,243
"70","Argentina",2019,"Dunox",0,1,0,0,0,0,0,0,1,4,243
"71","Argentina",2019,"San Cayetano",0,0,0,0,0,1,0,0,1,4,243
"72","Argentina",2019,"Saladix - Arcor",0,0,0,0,0,1,0,0,1,4,243
"73","Argentina",2019,"Recreo",0,0,0,0,0,1,0,0,1,4,243
"74","Argentina",2019,"Savant Pharm",0,1,0,0,0,0,0,0,1,4,243
"75","Argentina",2019,"Bayer",0,1,0,0,0,0,0,0,1,4,243
"76","Argentina",2019,"Seawalk",0,1,0,0,0,0,0,0,1,4,243
"77","Argentina",2019,"Si Diet",0,1,0,0,0,0,0,0,1,4,243
"78","Argentina",2019,"Sidney",0,0,0,0,1,0,0,0,1,4,243
"79","Argentina",2019,"Resero",0,0,0,1,0,0,0,0,1,4,243
"80","Argentina",2019,"Diamante",0,0,0,1,0,0,0,0,1,4,243
"81","Argentina",2019,"Silsur",0,0,0,1,0,0,0,0,1,4,243
"82","Argentina",2019,"Candela",0,0,0,1,0,0,0,0,1,4,243
"83","Argentina",2019,"Omicron",0,0,0,0,0,1,0,0,1,4,243
"84","Argentina",2019,"Cedal",0,0,0,0,0,1,0,0,1,4,243
"85","Argentina",2019,"Paraná Limitada",0,0,1,0,0,0,0,0,1,4,243
"86","Argentina",2019,"Cecchini",0,1,0,0,0,0,0,0,1,4,243
"87","Argentina",2019,"Petronas",0,1,0,0,0,0,0,0,1,4,243
"88","Argentina",2019,"Philip Morris",0,0,0,1,0,0,0,0,1,4,243
"89","Argentina",2019,"Canela Fina",0,1,0,0,0,0,0,0,1,4,243
"90","Argentina",2019,"Polvorita",0,0,0,0,0,1,0,0,1,4,243
"91","Argentina",2019,"Rapifix",0,0,0,0,0,1,0,0,1,4,243
"92","Argentina",2019,"Pop Arcor",0,0,0,0,0,1,0,0,1,4,243
"93","Argentina",2019,"Porta Bialcohol",0,0,0,0,1,0,0,0,1,4,243
"94","Argentina",2019,"Porteñitas",0,0,0,0,0,1,0,0,1,4,243
"95","Argentina",2019,"Prinz",0,1,0,0,0,0,0,0,1,4,243
"96","Argentina",2019,"Buss",0,0,0,1,0,0,0,0,1,4,243
"97","Argentina",2019,"Bubbaloo",0,0,0,0,0,1,0,0,1,4,243
"98","Argentina",2019,"Rafting",0,0,0,0,0,1,0,0,1,4,243
"99","Argentina",2019,"Baggio",0,0,0,1,0,0,0,0,1,4,243
"100","Argentina",2019,"Société Bic",0,0,0,0,0,0,1,0,1,4,243
"101","Argentina",2019,"Smart",0,0,0,1,0,0,0,0,1,4,243
"102","Argentina",2019,"Social",0,0,0,0,1,0,0,0,1,4,243
"103","Argentina",2019,"Verizzia",0,0,0,0,0,1,0,0,1,4,243
"104","Argentina",2019,"Vida Baggio",0,0,0,0,1,0,0,0,1,4,243
"105","Argentina",2019,"Villa De Los Arroyos",0,0,0,0,1,0,0,0,1,4,243
"106","Argentina",2019,"Ala",0,0,0,0,0,1,0,0,1,4,243
"107","Argentina",2019,"Villa San Remo",0,0,0,0,1,0,0,0,1,4,243
"108","Argentina",2019,"Villamanaos",0,0,0,0,0,1,0,0,1,4,243
"109","Argentina",2019,"Agua De Las Misiones",0,0,0,0,1,0,0,0,1,4,243
"110","Argentina",2019,"Agua De La Costa",0,0,0,0,1,0,0,0,1,4,243
"111","Argentina",2019,"Wander",0,1,0,0,0,0,0,0,1,4,243
"112","Argentina",2019,"Agua Bes",0,0,0,0,1,0,0,0,1,4,243
"113","Argentina",2019,"Work",0,0,0,0,0,1,0,0,1,4,243
"114","Argentina",2019,"Adidas",0,0,0,1,0,0,0,0,1,4,243
"115","Argentina",2019,"Acivag",0,1,0,0,0,0,0,0,1,4,243
"116","Argentina",2019,"Yogurisimo",0,1,0,0,0,0,0,0,1,4,243
"117","Argentina",2019,"Zebron",0,1,0,0,0,0,0,0,1,4,243
"118","Argentina",2019,"Alba",0,1,0,0,0,0,0,0,1,4,243
"119","Argentina",2019,"Alka",0,0,0,0,0,1,0,0,1,4,243
"120","Argentina",2019,"Tsu",0,1,0,0,0,0,0,0,1,4,243
"121","Argentina",2019,"Terma",0,0,0,0,1,0,0,0,1,4,243
"122","Argentina",2019,"Noel",0,0,0,1,0,0,0,0,1,4,243
"123","Argentina",2019,"Solitas",0,0,0,0,0,1,0,0,1,4,243
"124","Argentina",2019,"Superlay",0,1,0,0,0,0,0,0,1,4,243
"125","Argentina",2019,"Susarelli",0,0,0,0,0,1,0,0,1,4,243
"126","Argentina",2019,"Avellaneda 390 Super",0,1,0,0,0,0,0,0,1,4,243
"127","Argentina",2019,"Tentacion",0,0,0,0,0,1,0,0,1,4,243
"128","Argentina",2019,"Termofren",0,1,0,0,0,0,0,0,1,4,243
"129","Argentina",2019,"Trio",0,0,0,0,0,1,0,0,1,4,243
"130","Argentina",2019,"Argos",0,0,0,0,0,1,0,0,1,4,243
"131","Argentina",2019,"Arcor Cofler",0,0,0,0,0,1,0,0,1,4,243
"132","Argentina",2019,"Todo Sandwich",0,0,0,0,0,1,0,0,1,4,243
"133","Argentina",2019,"Topper",0,0,0,1,0,0,0,0,1,4,243
"134","Argentina",2019,"Trani",0,0,0,0,1,0,0,0,1,4,243
"135","Argentina",2019,"Traviata",0,0,0,0,0,1,0,0,1,4,243
"136","Argentina",2019,"Oderich",0,0,0,1,0,0,0,0,1,4,243
"137","Argentina",2019,"Roux Ocefa",0,1,0,0,0,0,0,0,1,4,243
"138","Argentina",2019,"Oblita",0,0,0,0,0,1,0,0,1,4,243
"139","Argentina",2019,"Johnson & Johnson",0,1,0,0,0,0,0,0,1,4,243
"140","Argentina",2019,"Grido Tentación",0,0,0,0,0,1,0,0,1,4,243
"141","Argentina",2019,"Guaymallen",0,0,0,0,0,1,0,0,1,4,243
"142","Argentina",2019,"D2",0,1,0,0,0,0,0,0,1,4,243
"143","Argentina",2019,"Hellmanns",0,0,0,1,0,0,0,0,1,4,243
"144","Argentina",2019,"I-Run",0,0,0,1,0,0,0,0,1,4,243
"145","Argentina",2019,"Impulse",0,1,0,0,0,0,0,0,1,4,243
"146","Argentina",2019,"Jorgito",0,0,0,0,0,1,0,0,1,4,243
"147","Argentina",2019,"Daiwa",0,0,0,1,0,0,0,0,1,4,243
"148","Argentina",2019,"Kampito",0,0,0,0,0,1,0,0,1,4,243
"149","Argentina",2019,"Cunnington",0,0,0,0,1,0,0,0,1,4,243
"150","Argentina",2019,"La Canasta",0,0,0,0,0,1,0,0,1,4,243
"151","Argentina",2019,"La Serenísima",0,0,0,1,0,0,0,0,1,4,243
"152","Argentina",2019,"Cumbre Nevada",0,0,0,0,0,1,0,0,1,4,243
"153","Argentina",2019,"Lami – Polimundi",0,1,0,0,0,0,0,0,1,4,243
"154","Argentina",2019,"Dagatti",0,0,0,0,0,0,1,0,1,4,243
"155","Argentina",2019,"GlaxoSmithKline",0,1,0,0,0,0,0,0,1,4,243
"156","Argentina",2019,"Libus",0,0,0,0,0,1,0,0,1,4,243
"157","Argentina",2019,"Fantasio",0,0,0,0,0,1,0,0,1,4,243
"158","Argentina",2019,"Día",0,0,0,0,1,0,0,0,1,4,243
"159","Argentina",2019,"El Pocillo",0,1,0,0,0,0,0,0,1,4,243
"160","Argentina",2019,"Elf",0,1,0,0,0,0,0,0,1,4,243
"161","Argentina",2019,"Elite",0,0,0,0,0,1,0,0,1,4,243
"162","Argentina",2019,"Elvive",0,1,0,0,0,0,0,0,1,4,243
"163","Argentina",2019,"Emeplas Srl",0,0,0,0,0,1,0,0,1,4,243
"164","Argentina",2019,"De La Costa",0,0,0,0,1,0,0,0,1,4,243
"165","Argentina",2019,"Gallo",0,0,0,0,0,1,0,0,1,4,243
"166","Argentina",2019,"Fercola",0,0,0,0,1,0,0,0,1,4,243
"167","Argentina",2019,"Dar",0,1,0,0,0,0,0,0,1,4,243
"168","Argentina",2019,"Fresh Baggio",0,0,0,0,1,0,0,0,1,4,243
"169","Argentina",2019,"Fronton",0,0,1,0,0,0,0,0,1,4,243
"170","Argentina",2019,"Frontón",0,0,0,0,1,0,0,0,1,4,243
"171","Argentina",2019,"Nikito",0,0,0,0,0,1,0,0,1,4,243
"172","Argentina",2019,"Levité",0,0,0,0,1,0,0,0,1,4,243
"173","Argentina",2019,"Kolynos",0,0,0,1,0,0,0,0,1,4,243
"174","Argentina",2019,"Life + Quality",0,1,0,0,0,0,0,0,1,4,243
"175","Argentina",2019,"Cremar",0,1,0,0,0,0,0,0,1,4,243
"176","Argentina",2019,"Coto Cola",0,0,0,0,1,0,0,0,1,4,243
"177","Argentina",2019,"Lumilagro",0,0,0,0,0,1,0,0,1,4,243
"178","Argentina",2019,"Coto",0,1,0,0,0,0,0,0,1,4,243
"179","Argentina",2019,"Naranpol",0,0,0,0,1,0,0,0,1,4,243
"180","Argentina",2019,"Lubrax",0,1,0,0,0,0,0,0,1,4,243
"181","Argentina",2019,"Matarazzo",0,0,0,0,0,1,0,0,1,4,243
"182","Argentina",2019,"Mobil",0,1,0,0,0,0,0,0,1,4,243
"183","Argentina",2019,"Magistral",0,0,0,0,1,0,0,0,1,4,243
"184","Argentina",2019,"Compro",0,0,0,0,0,1,0,0,1,4,243
"185","Argentina",2019,"Minerva",0,0,0,0,1,0,0,0,1,4,243
"186","Argentina",2019,"Mc Cain",0,0,1,0,0,0,0,0,1,4,243
"187","Argentina",2019,"Nian",0,1,0,0,0,0,0,0,1,4,243
"188","Argentina",2019,"Miglobs",0,0,0,0,0,1,0,0,1,4,243
"189","Argentina",2019,"Menoyo",0,0,0,0,1,0,0,0,1,4,243
"190","Argentina",2019,"Meltra",0,0,0,0,0,0,0,1,1,4,243
"191","Argentina",2019,"Lime",0,0,1,0,0,0,0,0,1,4,243
"192","Argentina",2019,"Light",0,0,0,1,0,0,0,0,1,4,243
"193","Argentina",2019,"Macucas",0,0,0,0,0,1,0,0,1,4,243
"194","Argentina",2019,"fortex",0,0,0,0,0,0,0,0,0,4,243
"195","Argentina",2019,"elvive",0,0,0,0,0,0,0,0,0,4,243
"196","Argentina",2019,"turimar",0,0,0,0,0,0,0,0,0,4,243
"197","Argentina",2019,"tregar",0,0,0,0,0,0,0,0,0,4,243
"198","Argentina",2019,"h2o",0,0,0,0,0,0,0,0,0,4,243
"199","Argentina",2019,"don remigio",0,0,0,0,0,0,0,0,0,4,243
"200","Argentina",2019,"villa del sur",0,0,0,0,0,0,0,0,0,4,243
"201","Argentina",2019,"villa vincencio",0,0,0,0,0,0,0,0,0,4,243
"202","Argentina",2019,"vino toro",0,0,0,0,0,0,0,0,0,4,243
"203","Argentina",2019,"wella",0,0,0,0,0,0,0,0,0,4,243
"204","Argentina",2019,"doble cola",0,0,0,0,0,0,0,0,0,4,243
"205","Argentina",2019,"dea",0,0,0,0,0,0,0,0,0,4,243
"206","Argentina",2019,"danica",0,0,0,0,0,0,0,0,0,4,243
"207","Argentina",2019,"cyndor",0,0,0,0,0,0,0,0,0,4,243
"208","Argentina",2019,"cotar",0,0,0,0,0,0,0,0,0,4,243
"209","Argentina",2019,"gigante",0,0,0,0,0,0,0,0,0,4,243
"210","Argentina",2019,"taconni",0,0,0,0,0,0,0,0,0,4,243
"211","Argentina",2019,"hellmas",0,0,0,0,0,0,0,0,0,4,243
"212","Argentina",2019,"matarazo",0,0,0,0,0,0,0,0,0,4,243
"213","Argentina",2019,"oral B",0,0,0,0,0,0,0,0,0,4,243
"214","Argentina",2019,"nikito",0,0,0,0,0,0,0,0,0,4,243
"215","Argentina",2019,"poet",0,0,0,0,0,0,0,0,0,4,243
"216","Argentina",2019,"pritty",0,0,0,0,0,0,0,0,0,4,243
"217","Argentina",2019,"muelita",0,0,0,0,0,0,0,0,0,4,243
"218","Argentina",2019,"savora",0,0,0,0,0,0,0,0,0,4,243
"219","Argentina",2019,"mil hojas",0,0,0,0,0,0,0,0,0,4,243
"220","Argentina",2019,"cada dia",0,0,0,0,0,0,0,0,0,4,243
"221","Argentina",2019,"melburn",0,0,0,0,0,0,0,0,0,4,243
"222","Argentina",2019,"lia",0,0,0,0,0,0,0,0,0,4,243
"223","Argentina",2019,"jaimito",0,0,0,0,0,0,0,0,0,4,243
"224","Argentina",2019,"legitimo",0,0,0,0,0,0,0,0,0,4,243
"225","Argentina",2019,"la fazenda",0,0,0,0,0,0,0,0,0,4,243
"226","Argentina",2019,"secco",0,0,0,0,0,0,0,0,0,4,243
"227","Argentina",2019,"serenisima",0,0,0,0,0,0,0,0,0,4,243
"228","Argentina",2019,"la cumbre",0,0,0,0,0,0,0,0,0,4,243
"229","Argentina",2019,"stella artois",0,0,0,0,0,0,0,0,0,4,243
"230","Argentina",2019,"paladini",0,0,0,0,0,0,0,0,0,4,243
"231","Argentina",2019,"jhonson",0,0,0,0,0,0,0,0,0,4,243
"232","Argentina",2019,"terrabusi",0,0,0,0,0,0,0,0,0,4,243
"233","Argentina",2019,"cepita",0,0,0,0,0,0,0,0,0,4,243
"234","Argentina",2019,"ALKA",0,0,0,0,0,0,0,0,0,4,243
"235","Argentina",2019,"brama",0,0,0,0,0,0,0,0,0,4,243
"236","Argentina",2019,"LA CUMBRE",0,0,0,0,0,0,0,0,0,4,243
"237","Argentina",2019,"La serenisima",0,0,0,0,0,0,0,0,0,4,243
"238","Argentina",2019,"Bagley",0,0,0,0,0,0,0,0,0,4,243
"239","Argentina",2019,"Lia",0,0,0,0,0,0,0,0,0,4,243
"240","Argentina",2019,"SIERRA DE LOS ANDES",0,0,0,0,0,0,0,0,0,4,243
"241","Argentina",2019,"SCHNEIDER",0,0,0,0,0,0,0,0,0,4,243
"242","Argentina",2019,"Crowie",0,0,0,0,0,0,0,0,0,4,243
"243","Argentina",2019,"MALBORO",0,0,0,0,0,0,0,0,0,4,243
"244","Argentina",2019,"RENAULT",0,0,0,0,0,0,0,0,0,4,243
"245","Argentina",2019,"QUILMES",0,0,0,0,0,0,0,0,0,4,243
"246","Argentina",2019,"COLOSO",0,0,0,0,0,0,0,0,0,4,243
"247","Argentina",2019,"McDonald's Corporation",0,0,0,0,0,0,0,0,0,4,243
"248","Argentina",2019,"Mogul",0,0,0,0,0,0,0,0,0,4,243
"249","Argentina",2019,"Colgate-Palmolive",0,0,0,0,0,0,0,0,0,4,243
"250","Argentina",2019,"Parle",0,0,0,0,0,0,0,0,0,4,243
"251","Argentina",2019,"Cerealitas",0,0,0,0,0,0,0,0,0,4,243
"252","Argentina",2019,"PERVINOX",0,0,0,0,0,0,0,0,0,4,243
"253","Argentina",2019,"Neval",0,0,0,0,0,0,0,0,0,4,243
"254","Argentina",2019,"Sierra de los padres",0,0,0,0,0,0,0,0,0,4,243
"255","Argentina",2019,"Kimberly-Clark",0,0,0,0,0,0,0,0,0,4,243
"256","Argentina",2019,"blem",0,0,0,0,0,0,0,0,0,4,243
"257","Argentina",2019,"BC",0,0,0,0,0,0,0,0,0,4,243
"258","Argentina",2019,"baggio",0,0,0,0,0,0,0,0,0,4,243
"259","Argentina",2019,"arcor",0,0,0,0,0,0,0,0,0,4,243
"260","Argentina",2019,"amodil",0,0,0,0,0,0,0,0,0,4,243
"261","Argentina",2019,"Desconocida",0,0,0,0,0,0,0,0,0,4,243
"262","Argentina",2019,"Eco de los andes",0,0,0,0,0,0,0,0,0,4,243
"263","Argentina",2019,"Emery",0,0,0,0,0,0,0,0,0,4,243
"264","Argentina",2019,"Agua de las misiones",0,0,0,0,0,0,0,0,0,4,243
"265","Argentina",2019,"Felpita",0,0,0,0,0,0,0,0,0,4,243
"266","Argentina",2019,"Amodil",0,0,0,0,0,0,0,0,0,4,243
"267","Argentina",2019,"URSELLA",0,0,0,0,0,0,0,0,0,4,243
"268","Argentina",2019,"Twistos",0,0,0,0,0,0,0,0,0,4,243
"269","Argentina",2019,"GRANIX",0,0,0,0,0,0,0,0,0,4,243
"270","Argentina",2019,"Tremblay",0,0,0,0,0,0,0,0,0,4,243
"271","Argentina",2019,"Todo Dia",0,0,0,0,0,0,0,0,0,4,243
"272","Argentina",2019,"TRES LEONES",0,0,0,0,0,0,0,0,0,4,243
"273","Argentina",2019,"Sussex",0,0,0,0,0,0,0,0,0,4,243
"274","Argentina",2019,"Kaiser",0,0,0,0,0,0,0,0,0,4,243
"275","Argentina",2019,"GUAYMALLEN",0,0,0,0,0,0,0,0,0,4,243
"276","Australia",2019,"Woolworths Group",NA,NA,NA,NA,3,NA,NA,NA,3,1,5
"277","Australia",2019,"Grand Total",NA,NA,NA,NA,3,NA,NA,NA,3,1,5
"278","Bangladesh",2019,"Grand Total",0,NA,NA,16,NA,NA,NA,NA,16,1,100
"279","Bangladesh",2019,"Danish",0,NA,NA,16,NA,NA,NA,NA,16,1,100
"280","Bangladesh",2019,"Nestlé",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"281","Bangladesh",2019,"Unbranded",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"282","Bangladesh",2019,"Tiffin",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"283","Bangladesh",2019,"Sun light Battery",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"284","Bangladesh",2019,"SMC",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"285","Bangladesh",2019,"Pulse",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"286","Bangladesh",2019,"Pran",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"287","Bangladesh",2019,"Perfetti van Melle",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"288","Bangladesh",2019,"PepsiCo",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"289","Bangladesh",2019,"PT Mayora Indah Tbk",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"290","Bangladesh",2019,"Olympic",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"291","Bangladesh",2019,"Bashundhara",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"292","Bangladesh",2019,"Benson and Hedges",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"293","Bangladesh",2019,"Milky Nuts",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"294","Bangladesh",2019,"Lexus",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"295","Bangladesh",2019,"Ispahani Green Tea",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"296","Bangladesh",2019,"Good Luck",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"297","Bangladesh",2019,"Fruit fun",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"298","Bangladesh",2019,"Fresh",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"299","Bangladesh",2019,"Derby",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"300","Bangladesh",2019,"Dairy Milk",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"301","Bangladesh",2019,"CavinKare",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"302","Bangladesh",2019,"Bombay Sweets",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"303","Bangladesh",2019,"Mondelez International",0,NA,NA,0,NA,NA,NA,NA,0,1,100
"304","Benin",2019,"Pure Water, Inc.",NA,NA,NA,NA,4988,NA,NA,NA,4988,1,2328
"305","Benin",2019,"Grand Total",NA,NA,NA,NA,4988,NA,NA,NA,4988,1,2328
"306","Bhutan",2019,"Assorted",0,NA,NA,NA,3500,NA,NA,NA,3500,1,5300
"307","Bhutan",2019,"Grand Total",0,NA,NA,NA,3500,NA,NA,NA,3500,1,5300
"308","Bhutan",2019,"beer bottels,",0,NA,NA,NA,0,NA,NA,NA,0,1,5300
"309","Bhutan",2019,"can beer,can juice,food stuff,tin fish, sasugage,cream",0,NA,NA,NA,0,NA,NA,NA,0,1,5300
"310","Bhutan",2019,"cartoons",0,NA,NA,NA,0,NA,NA,NA,0,1,5300
"311","Brazil",2019,"Grand Total",0,35,NA,3582,220,887,10,NA,4734,3,419
"312","Brazil",2019,"Unbranded",0,0,NA,1550,0,562,0,NA,2112,3,419
"313","Brazil",2019,"Assorted",0,0,NA,1745,0,0,0,NA,1745,3,419
"314","Brazil",2019,"Bebidas Grassi",0,0,NA,190,190,0,0,NA,380,3,419
"315","Brazil",2019,"Grupo Arcor",0,0,NA,0,0,42,0,NA,42,3,419
"316","Brazil",2019,"Mondelez International",0,0,NA,2,0,34,0,NA,36,3,419
"317","Brazil",2019,"Santa Fé",0,0,NA,0,0,33,0,NA,33,3,419
"318","Brazil",2019,"Nestlé",0,1,NA,0,0,29,0,NA,30,3,419
"319","Brazil",2019,"Riclan",0,0,NA,0,0,21,0,NA,21,3,419
"320","Brazil",2019,"Dori Alimentos As",0,0,NA,0,0,21,0,NA,21,3,419
"321","Brazil",2019,"Doll",0,0,NA,0,0,19,0,NA,19,3,419
"322","Brazil",2019,"Tabacalera Del Este",0,0,NA,14,0,0,0,NA,14,3,419
"323","Brazil",2019,"Coquetel Corote",0,0,NA,7,7,0,0,NA,14,3,419
"324","Brazil",2019,"The Coca-Cola Company",0,1,NA,3,4,4,0,NA,12,3,419
"325","Brazil",2019,"PepsiCo",0,0,NA,0,0,11,0,NA,11,3,419
"326","Brazil",2019,"Philip Morris",0,0,NA,9,0,0,0,NA,9,3,419
"327","Brazil",2019,"Ekma",0,0,NA,8,0,0,0,NA,8,3,419
"328","Brazil",2019,"Bubbaloo",0,0,NA,0,0,8,0,NA,8,3,419
"329","Brazil",2019,"Kerry Do Brasil Ltda",0,0,NA,8,0,0,0,NA,8,3,419
"330","Brazil",2019,"Santa Fé Distribuidora Forno Mineiro Ltda - Me",0,0,NA,0,0,6,0,NA,6,3,419
"331","Brazil",2019,"Bic Contemporary Art Collection",0,5,NA,0,0,1,0,NA,6,3,419
"332","Brazil",2019,"Gudang Carang",0,0,NA,6,0,0,0,NA,6,3,419
"333","Brazil",2019,"Santa Helena",0,0,NA,0,0,6,0,NA,6,3,419
"334","Brazil",2019,"Florestal Alimentos S/A",0,0,NA,0,0,5,0,NA,5,3,419
"335","Brazil",2019,"Garoto",0,0,NA,0,0,5,0,NA,5,3,419
"336","Brazil",2019,"Kraft Heinz Company",0,0,NA,5,0,0,0,NA,5,3,419
